user_id,age,number_dependents,last_month_salary,total_loans,default_flag,more_90_days_overdue,using_lines_not_secured_personal_assets,debt_ratio
20454,44,2,23333,5,0,0,"0,119961112","0,301577098"
20455,77,0,,7,0,0,14,282
20456,58,0,4800,6,0,0,"0,735489895","0,244532389"
20457,32,3,4400,4,1,4,"0,820224719","0,169961372"
20458,70,0,2000,10,0,0,"0,113289156","0,52073963"
20459,49,1,7179,5,0,0,"0,500042731","0,189554318"
20460,74,0,,2,0,0,"0,030897141",16
20461,33,2,10180,5,0,0,"0,011734892","0,02298399"
20462,58,0,,13,0,0,"0,00391481",1363
20463,38,2,4000,5,0,0,"0,168072342","0,445388653"
20464,49,0,,9,0,0,"0,446181254",7927
20465,47,3,7750,10,0,0,"0,68634742","0,812540317"
20466,60,1,6483,17,0,0,"0,029537304","0,664558914"
20467,75,0,,3,0,0,0,1
20468,66,0,10364,13,0,0,"0,001987154","0,273806078"
20469,64,0,4330,15,0,0,"0,035262736","0,679288848"
20470,57,0,1600,6,0,0,"0,071862867","0,755153029"
20471,79,0,6000,2,0,0,"0,026926648","0,001833028"
20472,40,2,6500,9,0,0,"0,910617876","0,816335948"
20473,48,0,0,11,0,0,"0,516021329",5483
20474,77,1,,7,0,0,"0,003215701",354
20475,40,2,7876,7,0,0,"0,149178176","0,358639076"
20476,56,0,10000,19,0,0,"0,240829047","0,215378462"
20477,86,0,,6,0,0,"0,067662026",105
20478,46,0,2840,5,0,0,0,"0,386131644"
20479,66,0,3800,10,0,0,"0,191355297","0,197053407"
20480,82,1,6666,5,0,0,"0,018086642","0,004649768"
20481,34,0,4100,2,0,0,"0,582483503","0,090953426"
20482,44,1,5500,7,0,0,"0,197679343","0,373932012"
20483,50,0,12500,9,0,0,"0,053585443","0,078713703"
20484,58,1,,10,0,0,"0,506493993",4074
20485,47,0,8025,14,0,0,"0,025803113","0,456142537"
20486,29,0,3500,1,0,0,"0,036725047","0,005141388"
20487,22,0,,2,0,0,"0,9999999",50
20489,55,2,3750,8,0,0,"0,306852529","0,17168755"
20490,84,0,,6,0,0,"0,060600836",41
20492,62,1,2500,3,0,0,"0,9999999","1,055177929"
20493,45,2,40000,23,0,0,"0,93716685","0,128571786"
20494,60,0,4337,3,0,0,"0,266150377","0,041954818"
20495,48,0,7667,10,0,0,"0,088589586","0,195096505"
20496,67,0,9000,6,0,0,"0,027832406","0,205754916"
20497,66,0,4000,10,0,0,"0,118380977","0,475131217"
20498,39,4,5710,7,0,0,"0,117406883","0,211521625"
20499,62,0,11479,5,0,0,"0,05841747","0,236585366"
20500,72,0,1,1,0,0,0,0
20502,59,0,802,3,0,0,0,"0,902864259"
20503,52,0,,9,0,0,"0,024172243",3471
20504,67,2,7030,14,0,0,"0,581614858","0,60901721"
20505,85,0,3750,17,0,0,"0,01165319","0,300453212"
20506,83,0,1998,4,0,0,0,0
20507,88,0,9999,2,0,0,"0,020465984","0,0018"
20508,35,3,4898,5,0,1,"0,818238928","0,177587263"
20509,36,1,3939,1,0,2,"0,9999999","0,156091371"
20510,68,1,5158,5,0,0,"0,073248295","0,138205079"
20511,49,1,3200,9,0,0,0,"0,592314902"
20512,47,4,1862,5,0,0,"0,072106469","0,702093398"
20513,46,2,5661,3,0,2,"0,607928479","0,027375486"
20514,65,0,7500,13,0,0,"0,596099741","0,459672044"
20515,56,0,4655,1,0,0,"0,9999999",0
20516,53,1,7200,8,0,0,"0,215604009","0,29981947"
20517,52,,,1,0,0,"0,114993155",57
20518,56,0,3263,6,0,1,"0,103920021","0,059436275"
20519,43,4,3400,9,0,0,"0,002470298","0,384592767"
20520,54,4,,6,0,0,"0,865647915",1842
20521,56,4,12083,8,0,0,"0,135293641","0,30734856"
20522,43,3,5595,10,0,1,"0,74244788","0,167083631"
20523,48,0,3500,9,0,0,"0,268871096","0,861753785"
20524,55,1,13500,7,0,0,"0,870518952","0,246648396"
20525,47,0,2666,5,0,0,"0,865149279","0,705286839"
20526,61,0,,3,0,0,0,1655
20527,71,0,4263,6,0,0,"0,049082515","0,020403377"
20528,58,0,4857,5,0,0,"0,145574875","0,443598189"
20529,60,0,,11,0,0,"0,119052775",1769
20530,37,1,8200,17,0,0,0,"0,219973174"
20531,64,0,4950,8,0,0,"0,288283446","0,527368208"
20532,50,2,4622,8,0,0,"0,052528161","0,075492105"
20533,35,2,,7,0,0,"0,064111642",84
20534,49,0,,1,0,1,"0,898020396",162
20535,62,0,7000,11,0,0,"0,067656114","0,012426796"
20536,47,4,12300,7,0,0,"0,598512728","0,307454678"
20537,61,0,,5,0,0,"0,058096144",1351
20538,40,0,0,7,0,0,0,1466
20539,58,0,20000,16,0,0,"0,361207944","0,264136793"
20540,55,2,30583,21,0,0,"0,97310958","0,308396547"
20541,56,0,,17,0,0,"0,383887268",1857
20542,41,2,2248,7,0,0,"0,248792892","0,871943086"
20543,67,1,7916,12,0,0,"0,399778583","0,512441581"
20544,77,0,6833,13,0,0,"0,064248748","0,322358794"
20545,69,0,4200,3,0,0,"0,281157295","0,059985718"
20546,60,1,20000,18,0,0,"0,081850642","0,323533823"
20547,82,0,17000,24,0,0,0,"0,190282925"
20548,45,0,8000,10,0,0,"0,030273096","0,487314086"
20549,60,0,,6,0,0,"0,042513757",94
20550,49,0,6000,10,0,0,"0,143694067","0,508748542"
20551,44,0,4500,5,0,0,"0,83261914","0,301488558"
20552,46,0,3100,6,0,0,"1,62455018","0,823927765"
20553,70,0,7342,5,0,0,"0,001146099","0,200735394"
20554,49,1,6160,8,0,0,"0,093081679","0,541795163"
20555,38,4,3200,5,1,1,"0,986602679","0,39737582"
20556,45,4,9000,18,0,0,"0,036206839","0,378846795"
20557,22,0,0,1,0,0,"0,148770246",22
20558,62,0,2422,5,0,0,"0,040943644","0,009492365"
20559,42,0,2300,6,0,1,"1,174021649","0,251629726"
20560,41,2,2520,1,0,0,"0,986771266","0,078143594"
20561,61,2,7083,13,0,0,"0,101642504","0,347120271"
20562,31,0,2500,5,0,0,"0,16375345","0,068772491"
20563,76,1,15057,6,0,0,0,"0,089254881"
20564,71,0,8700,7,0,0,"0,385299252","0,341684864"
20565,52,0,4933,14,0,0,"0,593733776","0,740372923"
20566,37,1,6000,7,0,0,"0,054247825","0,31028162"
20567,57,1,3454,9,0,0,"0,528093821","0,158900145"
20568,46,0,4200,6,0,0,"0,663634869","0,488931207"
20569,76,0,1200,4,0,0,0,0
20570,68,1,2437,6,0,0,"0,9999999","0,468416735"
20571,57,4,9899,20,0,0,"0,861663137","0,801717172"
20572,36,2,10166,8,0,0,"0,065892333","0,076128652"
20573,49,0,,3,0,0,"0,382460141",613
20574,50,0,6448,9,0,0,"0,343970479","0,252597302"
20575,59,0,2600,6,0,0,"0,81386377","1,629757785"
20576,86,,,6,0,0,"0,027150374",28
20577,38,0,5000,5,0,0,"0,171344112","0,24995001"
20578,44,2,8800,15,0,0,"0,21608863","0,568799"
20579,46,,,2,0,2,"0,9999999",1592
20580,59,0,10000,24,0,0,"0,242813864","0,433456654"
20581,44,0,6000,8,0,0,"0,797485163","0,151808032"
20582,32,0,3444,10,0,0,"0,133107012","0,242380261"
20583,56,1,11000,22,0,0,"0,072698546","0,417962003"
20584,68,0,,4,0,0,0,0
20585,33,1,1200,8,0,0,"1,267017049","1,353039134"
20586,48,0,7189,13,0,0,"0,609775561","1,062030598"
20587,37,0,5166,11,1,1,"0,885852358","0,522934004"
20588,65,0,0,15,0,0,"0,109347591",2944
20589,80,0,,9,0,0,"0,045069934",818
20590,44,0,4786,5,0,0,"0,717856429","0,469187382"
20591,43,2,4000,5,0,0,"0,066412759","0,212446888"
20592,88,0,5000,11,0,0,"0,493344859","0,49870026"
20593,43,2,9000,8,0,0,"0,052234365","0,481279858"
20594,54,0,13025,20,0,0,"0,765868672","0,503070782"
20595,49,0,,2,0,0,"0,9999999",1038
20596,60,0,5235,9,0,0,0,"0,519480519"
20597,41,1,5000,4,0,0,"0,155979874","0,117176565"
20598,82,1,6135,13,0,0,"0,023218696","0,099576271"
20599,26,0,,9,0,0,"0,048514925",1299
20600,54,2,5916,11,0,0,"0,062640716","0,19925638"
20601,58,2,4506,2,0,0,"0,9999999","0,093854005"
20602,41,0,4435,7,0,0,"0,406596687","0,271866546"
20603,59,0,,8,0,0,"0,096652022",2986
20604,25,1,4880,4,0,0,"1,031841255","0,150583897"
20606,71,2,,6,0,0,"0,039544763",2371
20607,80,0,,6,0,0,"0,015499702",611
20608,72,0,2000,21,0,0,"0,295608632","1,167916042"
20609,52,0,4500,5,0,0,"0,941624607","0,32970451"
20610,41,2,3600,4,0,0,"0,067293271","0,266314913"
20611,43,0,12333,18,0,0,"0,11695713","0,412680396"
20612,65,0,3604,11,0,0,"0,008162623","0,361165049"
20613,59,0,7613,3,0,0,"0,044517499","0,307197268"
20614,56,0,10225,22,0,0,"0,212535463","0,553393311"
20615,38,2,4500,16,0,0,"0,404830583","0,330815374"
20616,32,2,5000,9,0,0,"1,02873533","0,592481504"
20617,66,0,8500,11,0,0,"0,49967476","0,224914716"
20618,44,2,,7,0,0,"0,058819943",2885
20619,27,0,3520,5,0,0,"0,411390488","0,052541892"
20620,36,0,1000,3,0,0,0,"0,925074925"
20621,58,1,4913,8,0,0,0,"0,121286121"
20622,64,0,0,15,0,0,"0,02430908",2220
20623,61,2,,6,0,0,"0,044043028",1758
20624,71,0,3400,3,0,0,"0,032672796","0,081740665"
20625,57,0,5000,5,0,0,"0,036470159","0,018396321"
20626,51,0,,4,0,0,"0,264073869",2204
20627,31,0,6125,6,0,0,"0,007367452","0,179888998"
20628,61,1,9500,19,0,0,"0,43283074","0,658562257"
20629,45,4,3500,6,0,0,"0,353154692","0,109397315"
20630,45,2,3367,13,0,0,"0,745025604","0,448337292"
20631,43,4,,9,0,0,"0,017954035",2592
20632,62,0,3250,13,0,0,"0,049765368","0,811750231"
20633,72,2,6250,6,0,0,"0,088597785","0,131978883"
20634,72,0,3000,7,0,0,"0,001756727","0,004665112"
20635,44,1,3000,5,0,0,"1,02972457","0,569810063"
20636,51,0,,14,0,0,"0,043906326",5341
20637,45,1,8420,5,0,0,"0,9999999","0,479396746"
20638,63,6,4000,30,0,0,"0,01836146","0,479380155"
20639,27,0,4088,4,0,0,"0,699583806","0,156272927"
20640,70,1,7000,13,0,0,"0,2854356","0,346093415"
20641,80,1,1592,13,0,0,"0,455031244","2,65913371"
20642,65,1,3894,9,0,0,"0,026931381","0,735044929"
20643,38,2,3500,7,0,0,"0,086865836","0,351899457"
20644,53,3,6100,10,0,0,"0,028820399","0,286346501"
20645,49,3,5050,9,0,0,"0,515429989","0,274005147"
20646,61,0,6943,11,0,0,"0,706829758","0,397897465"
20648,50,0,5865,9,0,0,"0,028809648","0,398908967"
20649,45,0,17500,2,0,0,"0,116858039","0,008228101"
20650,56,3,,6,0,0,"0,064853437",3513
20651,66,0,6198,11,0,0,"0,083924492","0,340216164"
20652,31,0,3900,7,0,0,"0,504037399","0,267110997"
20653,38,1,3030,9,0,0,"0,004622799","0,664467173"
20654,36,0,4000,4,0,0,"0,127728024","0,159460135"
20655,43,2,13228,7,0,0,"0,509778327","0,318693779"
20656,79,0,6317,3,0,0,"0,025799355","0,004748338"
20657,55,0,5640,10,0,0,"0,495887603","0,870235774"
20658,47,0,,1,0,0,"0,04719528",14
20659,39,0,6575,6,0,0,0,"0,551703163"
20660,56,3,4880,7,1,2,"0,9999999","0,287645974"
20661,40,3,6833,4,0,0,"0,076387983","0,007609014"
20662,40,6,6300,7,0,0,"0,717742406","0,387240121"
20663,58,0,2000,6,0,0,"0,393532246","0,36131934"
20664,77,0,,2,0,0,"0,121235151",90
20665,47,1,8850,4,0,0,"0,002722192","0,000790871"
20666,66,0,3750,1,0,2,"0,9999999","0,050919755"
20667,45,1,10583,14,0,0,"0,02526783","0,392479214"
20668,73,0,5900,4,0,0,"0,155715757","0,243856973"
20669,69,1,3800,13,0,0,"0,022128721","0,367008682"
20670,56,0,,9,0,0,0,4
20671,52,1,8500,4,0,0,0,"0,160686978"
20672,54,0,9130,12,0,0,"0,043174149","0,102069872"
20673,47,1,3551,9,0,0,"0,095304359","0,52759009"
20674,68,0,2546,4,0,0,"0,04299785","0,009815469"
20675,31,0,5000,5,0,0,0,"0,120375925"
20676,85,0,2622,8,0,0,"0,004340352","0,234464354"
20677,25,0,2000,1,0,0,0,0
20678,41,6,4333,7,0,0,"0,66174129","0,62482695"
20679,74,0,2500,13,0,0,"0,004955445","0,18592563"
20680,39,0,9431,5,0,0,"1,001481262","0,056721798"
20681,69,0,,13,0,0,"0,060554113",3130
20682,51,2,3816,12,0,0,"0,272961494","0,440136233"
20683,31,2,4000,20,0,0,"0,131684764","0,499625094"
20684,41,0,5900,12,0,0,"0,412441517","0,766310795"
20685,33,0,3000,10,0,0,"0,682289714","0,329223592"
20686,47,1,4500,12,0,0,"0,070794415","0,353921351"
20687,52,0,8552,10,0,0,"0,202550847","0,656260961"
20688,45,0,5716,9,0,0,"0,428162785","0,489942277"
20689,66,0,3348,7,0,0,"0,728363561","0,625858465"
20690,60,2,12000,8,0,0,"0,220404168","0,406299475"
20691,31,0,6000,6,0,0,"0,766307971","0,166972171"
20692,44,0,9594,14,0,0,"0,796416473","0,263053674"
20693,51,0,4000,30,0,0,"0,225520879","0,793301675"
20694,48,0,3500,13,0,0,"0,248976955","0,385889746"
20695,54,2,,10,0,0,"0,43070462",1557
20696,54,0,3650,17,0,0,"0,851527188","0,29772665"
20697,53,0,,8,0,0,"0,037296431",2218
20698,59,0,5100,22,0,0,"0,027848271","0,922368163"
20699,68,0,,8,0,0,"0,092239107",472
20700,64,1,14583,13,0,0,"1,136395453","1,748148656"
20701,33,1,3000,5,0,0,"0,08195902","0,044985005"
20702,63,0,5579,8,0,0,"0,049164604","0,030824373"
20703,27,0,,2,0,0,0,0
20704,48,2,2200,13,0,0,"0,25605475","1,169468423"
20705,58,1,3000,2,0,0,"0,702059588","0,034988337"
20706,65,0,7758,20,0,0,"0,021933853","0,196030416"
20707,39,2,9166,16,0,0,"0,019225211","0,304243482"
20708,41,2,7000,17,1,0,"0,965473384","0,845593487"
20709,53,3,2250,15,0,0,"0,782963858","1,812527765"
20710,44,0,,5,0,0,"0,097432665",134
20711,47,2,12600,14,0,0,"0,171566007","0,314498849"
20712,43,0,13576,15,0,0,"0,31412868","0,365912941"
20713,37,0,4083,4,0,0,0,"0,464005877"
20714,47,3,533,7,0,0,"0,137990137","0,734082397"
20715,60,0,5180,17,0,0,"0,271597265","0,491989963"
20716,50,0,,4,0,0,"0,9999999",1046
20717,27,0,4500,9,0,0,"0,33697593","0,275494335"
20718,56,0,12583,15,0,0,"0,732174106","0,394787031"
20719,40,2,5833,10,0,0,0,"0,697120329"
20720,74,0,,6,0,0,"0,589220539",2616
20721,37,0,11420,19,0,0,"0,805223069","0,516329568"
20722,36,3,7666,9,0,0,"0,938200217","0,237511413"
20723,44,3,9500,10,0,0,"0,900503553","0,542363962"
20724,65,0,5833,2,0,0,"0,010237608","0,001028454"
20725,87,0,,9,0,0,0,239
20726,72,0,,8,0,0,"0,02105847",37
20727,30,0,3678,3,0,0,"0,244787204","0,079097581"
20728,70,0,,6,0,0,"0,602769119",1430
20729,47,3,5266,5,1,2,"0,9999999","0,599582305"
20730,41,0,,5,0,5,"0,841660261",68
20731,55,0,9000,11,0,0,"0,089156814","0,216975892"
20732,26,0,,3,0,0,"0,023421207",530
20733,81,,,2,0,0,"0,10359741",124
20734,40,0,2500,10,0,0,"0,193795425","0,546981208"
20735,74,0,2367,6,0,0,"0,013749313","0,109375"
20736,47,4,2400,6,0,0,"0,261726802","0,359433569"
20737,60,2,11250,12,0,0,"0,244219028","0,206026131"
20738,47,0,,18,0,0,"0,047716989",1614
20739,59,0,11666,8,0,0,"0,626043244","0,327933488"
20740,63,0,20446,11,0,0,"0,701364973","0,161979753"
20741,46,4,3964,8,0,0,"0,703105853","0,626481715"
20742,51,0,7487,25,0,0,"0,078252022","0,421207265"
20743,73,0,2600,4,0,0,0,"0,175701653"
20744,33,0,4700,5,0,0,"0,089993479","0,061476282"
20745,49,2,7412,6,0,0,"0,16358003","0,431269392"
20746,45,4,7825,18,0,0,"0,660041293","0,559545106"
20747,34,0,,2,1,3,"0,9999999",1330
20748,37,0,3000,8,0,0,"0,209389531","1,01032989"
20749,63,0,8730,10,0,0,"0,918243705","0,43557439"
20750,64,0,49625,8,0,0,"0,019087008","0,059021481"
20751,75,0,5202,6,0,0,"0,139986001","0,117432251"
20752,62,0,,1,0,0,"0,9999999",66
20753,60,3,12000,13,0,0,"0,00099211","0,162653112"
20754,49,,,3,0,0,"0,12563837",3516
20755,85,0,,4,0,0,"0,000268189",11
20756,36,1,6561,33,0,0,"0,977022855","1,327948796"
20757,57,0,,16,0,0,"0,031556631",2719
20758,43,0,,4,0,0,"0,085290258",2474
20759,49,0,7528,4,0,0,"0,074923691","0,09536459"
20760,60,1,8700,9,0,0,"0,068024824","0,253649006"
20761,59,0,,8,0,0,"0,037069158",1084
20762,67,1,2842,6,0,0,"0,126880939","0,32395357"
20763,63,3,17249,4,0,0,"0,103482758","0,231884058"
20764,72,0,,4,0,1,"0,9999999",1535
20765,60,1,4616,3,0,0,"0,728418105","0,248429716"
20766,50,0,,6,0,0,"0,044834179",3232
20767,44,3,2600,4,0,0,"0,744279049","0,579008074"
20768,48,2,6044,1,0,0,"0,9999999","0,06898263"
20769,35,3,8536,12,0,0,"0,063536942","0,273398149"
20770,88,,,6,0,0,"0,031334685",52
20771,38,1,6149,9,0,0,"0,831873664","0,447479675"
20772,61,1,,11,0,0,"0,067381576",2603
20773,42,2,8506,9,0,0,"0,02099895","0,377924063"
20774,61,0,3400,4,0,0,"0,080573871","0,415760071"
20775,49,0,,12,0,0,"0,111669546",1506
20776,55,1,24000,10,0,0,"0,025653467","0,02129078"
20777,45,2,5833,4,0,0,"0,9999999","0,273911553"
20778,42,4,11125,12,0,0,"1,003333175","0,261998921"
20779,22,0,0,1,0,0,"0,0499002",0
20780,66,0,3226,12,0,0,"0,209228321","0,128912302"
20781,30,,,5,0,0,"0,361381002",113
20782,34,0,,4,0,1,"0,522199353",316
20783,80,0,,1,0,0,"0,017249569",25
20784,52,0,,13,0,0,"0,226227174",2931
20785,57,1,3358,4,0,1,"0,176329468","0,084251265"
20786,60,,,5,0,1,"0,734533183",331
20787,75,1,3872,10,0,0,"0,010955721","0,310353731"
20788,75,0,4166,10,0,0,"0,016296707","0,626829854"
20789,57,2,16000,5,0,0,0,"0,23423536"
20790,74,0,7250,7,0,0,"0,905167877","0,450144808"
20791,34,2,,8,1,1,"0,945379176",2352
20792,47,0,,3,0,0,"0,003099845",2502
20793,55,0,5640,12,0,0,"0,063128926","0,376528984"
20794,45,2,7201,29,0,0,"0,289289961","0,288392113"
20795,63,0,14300,14,0,0,"0,018357683","0,220404168"
20796,86,0,10500,10,0,1,"0,142794671","0,372155033"
20797,26,,,5,0,0,"0,019754492",8
20798,55,1,1775,2,0,0,"0,9999999","0,127815315"
20799,67,0,10300,20,0,0,"0,499077642","0,292301718"
20800,55,0,6381,3,0,0,"0,539124567","0,161861485"
20801,49,0,5163,5,0,0,0,"0,127226956"
20802,51,0,6666,4,0,0,"0,036053553","0,14519274"
20803,73,1,2666,9,0,0,"0,080708122","0,095613048"
20804,68,0,,11,0,0,0,974
20805,58,0,,6,0,0,"0,044607218",2529
20806,23,0,820,4,0,0,"0,129971118","0,020706456"
20807,44,2,11675,10,0,0,"0,002259507","0,225248373"
20808,64,0,4500,6,0,0,"0,546122024","0,648522551"
20809,70,0,4003,3,0,0,"0,008821836","0,004745255"
20810,24,0,2200,3,0,0,"0,094392004","0,06406179"
20811,45,2,10000,4,0,0,"0,020435373","0,04689531"
20812,52,1,6290,11,1,1,"0,658588662","0,419647115"
20813,62,0,2000,5,0,0,"0,324849832","1,036481759"
20814,36,0,17500,35,0,0,"0,097531431","0,274270042"
20815,35,2,8900,8,0,0,"0,145042158","0,289068644"
20816,76,0,427,7,0,1,"0,529911681","0,934579439"
20817,58,0,527,13,0,0,"0,88205439","8,668560606"
20818,62,1,3400,6,0,0,"0,426929392","0,231108498"
20819,69,0,,7,0,0,"0,013796114",747
20820,46,0,5700,8,0,0,"0,238631993","0,296088406"
20821,64,1,6900,11,0,0,"0,004552182","0,331546153"
20822,69,0,8486,6,0,0,"0,057191925","0,082596913"
20823,40,0,6000,5,0,0,"0,03707091","0,045325779"
20825,53,0,8000,25,0,0,"0,005972812","0,223347082"
20826,87,0,,4,0,0,"0,003999733",1
20827,41,2,14000,16,0,0,"0,673662598","0,431754875"
20828,41,2,5600,11,0,0,"0,170836919","0,638100339"
20829,43,2,9250,11,0,0,"0,229451659","0,160090801"
20830,23,0,1700,4,0,0,0,"0,150499706"
20831,50,4,11046,5,0,0,"0,221838908","0,34389427"
20832,74,0,6547,8,0,0,"0,040086087","0,012370189"
20833,29,1,2200,4,0,0,"0,9999999","0,52567015"
20834,36,0,1400,8,0,0,0,"0,232690935"
20835,76,0,,6,0,0,0,48
20836,54,2,5616,18,0,0,"0,60930452","0,959586968"
20837,58,1,19275,17,0,0,"0,281909951","0,236719236"
20838,47,0,9500,9,0,0,"0,348351741","0,110830439"
20839,57,0,2500,6,0,0,"0,917316935","0,597760896"
20840,71,0,6283,4,0,0,"0,501329541","0,442234246"
20841,59,1,,7,0,0,0,2118
20842,42,2,4500,7,0,0,"0,506986028","0,2790491"
20843,55,3,10000,17,0,0,0,"0,101389861"
20844,34,0,1200,2,0,0,"0,944567627","0,011656953"
20845,46,0,,3,0,0,"0,025864942",1282
20846,21,0,929,2,0,0,0,"0,061290323"
20847,44,2,2616,7,0,0,"0,975012494","0,421857088"
20848,69,0,,14,0,0,"0,136016632",2995
20849,74,0,2500,11,0,0,"0,02675927","0,218312675"
20850,67,1,,7,0,0,"0,02781755",76
20851,45,0,6250,12,0,0,"0,13174777","0,333546633"
20852,49,2,19200,4,0,0,"0,118990084","0,137961565"
20853,37,1,6458,9,0,0,"0,99791684","0,262888992"
20854,58,2,4300,10,0,0,"0,65104985","0,456405487"
20855,56,0,5625,7,0,0,"0,056560732","0,555456808"
20856,47,0,5771,17,0,0,"0,199729181","0,313409563"
20857,46,2,7610,11,0,0,"0,340261074","0,54789121"
20858,47,3,12500,11,0,0,"0,415296024","0,119510439"
20859,41,4,9712,49,0,0,"0,115942029","0,495624421"
20860,48,0,3666,3,0,0,0,0
20861,56,0,5600,6,0,0,"0,01355298","0,160328513"
20862,41,1,3100,5,0,0,"0,755124488","0,259271203"
20863,40,4,9733,12,0,0,"0,87406838","0,176905691"
20864,51,0,8750,9,0,0,"0,352669504","0,216203862"
20865,51,2,10000,9,0,0,"0,073919967","0,252474753"
20866,64,0,,15,0,0,"0,340144366",1859
20867,63,0,7609,21,0,0,"0,016449318","0,398948752"
20868,38,0,,10,0,0,"0,657524463",1041
20869,45,2,,8,0,0,"0,203007815",7140
20870,52,3,,1,0,0,"0,153935892",1174
20871,43,0,9717,8,0,0,"0,032339353","0,180489813"
20872,73,0,,15,0,0,"0,346326939",2021
20873,67,0,,6,0,0,"0,02367691",3142
20874,72,0,,4,0,0,"0,001479941",415
20875,41,0,5833,10,0,0,"0,454451417","0,28282482"
20876,56,3,10000,12,0,0,"0,021699876","0,300169983"
20877,38,1,2833,6,0,0,"0,348215324","0,257233592"
20878,62,1,12217,8,0,0,"0,000735258","0,30946145"
20879,29,0,2670,7,0,0,"0,134527632","0,391988019"
20880,27,0,5416,2,0,0,"0,565143486","0,063688388"
20881,61,,,12,0,1,"0,912690169",2004
20882,61,0,16000,8,0,0,"0,013564819","0,201299919"
20883,62,0,5103,13,0,0,"0,759384423","0,561128527"
20884,58,0,7833,5,0,0,"1,297810792","0,175516977"
20885,49,1,3417,5,0,0,"1,031193761","0,567875951"
20886,28,0,2550,2,0,0,"1,003992016","0,109760878"
20888,31,0,8083,9,0,0,"0,942500491","0,199777338"
20889,55,1,0,5,0,0,"0,370314843",608
20890,46,1,4000,5,0,0,"0,055875204","0,337415646"
20891,57,0,7583,10,0,0,"0,000783617","0,288633966"
20892,65,0,12500,15,0,0,"0,230631184","0,506279498"
20893,60,0,6575,16,0,0,"0,105695457","0,402068127"
20894,23,0,3200,1,0,0,"0,9999999","0,146204311"
20895,30,1,5029,7,0,0,"0,814825498","0,316302187"
20896,46,0,8600,9,0,0,"0,235620645","0,475293571"
20897,59,0,3466,9,0,0,"0,883091487","0,971733487"
20898,36,0,,6,1,1,"0,729549586",526
20899,27,0,2090,5,1,1,"0,9999999","0,029650885"
20900,70,1,1933,4,0,0,"0,956886461","0,179937952"
20901,73,0,6082,19,1,2,"0,842768478","0,666940654"
20902,85,0,5449,4,0,0,"0,111994257","0,011926606"
20903,81,0,7332,6,0,0,"0,010865942","0,47893086"
20904,66,0,2625,6,0,0,"0,050736924","0,253236862"
20905,61,5,,16,0,0,"0,043215532",1595
20906,57,2,,6,0,0,"0,075097497",2466
20907,79,0,8000,17,0,0,"0,013213391","0,335458068"
20908,34,0,5480,5,0,0,"0,003423011","0,079365079"
20909,41,0,9038,15,0,0,"0,701858453","0,229560792"
20910,56,2,4850,9,0,0,"0,64125885","0,409606267"
20911,56,2,15666,5,0,0,"0,032198927","0,124082466"
20912,34,0,10950,14,0,0,"0,0000936","0,216966487"
20913,71,0,2194,3,0,0,0,"0,348974943"
20914,79,0,1713,9,0,0,"0,175347784","0,330221704"
20915,59,0,4800,6,0,0,"0,007312676","0,441574672"
20916,44,3,8200,3,0,0,"0,515242379","0,036458968"
20917,41,0,41666,14,0,0,"0,040732589","0,109799122"
20918,60,1,12500,8,0,0,"0,028189134","0,456043517"
20919,41,1,1858,6,0,0,"0,050780023","0,359870898"
20920,63,0,11250,7,0,0,"0,016273647","0,401742067"
20921,33,0,1000,9,0,0,0,"0,804195804"
20922,69,0,,12,0,0,"0,180099999",1776
20923,75,0,1700,8,0,0,"0,297035148","0,844797178"
20924,82,0,3369,3,0,0,"0,068528765","0,008902077"
20925,41,0,,6,0,0,"0,908660471",1459
20926,38,0,,7,0,0,0,2985
20927,45,2,19000,5,0,0,"0,010649468","0,264459765"
20928,24,0,2750,2,0,0,"1,095808383","0,008360596"
20929,29,0,2000,4,1,1,"0,9999999","0,740129935"
20930,29,0,0,1,0,0,"0,934021993",84
20931,40,0,,12,0,0,0,4593
20932,40,0,3417,15,0,0,"0,006933637","0,022820363"
20933,64,1,11700,13,0,0,"0,120823925","0,29595761"
20934,35,0,6666,7,0,0,"0,332200141","0,421178941"
20935,72,0,2500,4,0,0,"0,06882284","0,021591363"
20936,56,0,7000,2,0,0,0,0
20937,79,0,,9,0,0,"0,125593606",97
20938,32,0,2640,11,0,0,"0,311657635","0,22870125"
20939,46,2,,5,0,0,"0,204124695",332
20940,51,0,9800,5,0,0,"0,02948292","0,199571472"
20941,80,0,5001,8,0,0,"0,019203502","0,111955218"
20942,31,0,2083,3,0,0,0,"0,219289827"
20943,49,0,4600,1,0,0,"0,9999999",0
20944,75,0,,11,0,0,"0,238631736",628
20945,66,0,2800,8,0,0,"0,0099564","0,0046412"
20946,41,3,4200,6,0,0,"0,278899751","0,392525589"
20947,70,1,4560,11,0,1,"0,062731133","0,703135277"
20948,40,1,7500,5,0,0,"0,164195216","0,252233036"
20949,80,0,8333,6,0,0,"0,012505346","0,00299976"
20950,64,0,6119,16,0,0,"0,632130859","0,701960784"
20951,60,0,4000,8,0,0,"0,022977909","0,233191702"
20952,46,2,4166,6,0,0,"0,835481603","0,291096712"
20953,44,3,6000,7,0,0,"0,189011735","0,219296784"
20954,76,0,,4,0,0,0,34
20955,38,1,9500,11,0,0,"0,503127224","0,356594043"
20956,78,0,10500,1,0,0,0,"0,001142748"
